,Name,Wins,Losses,Draws,Height,Weight,Reach,Stance,Age,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
262,Calen Born,7,1,0,172.7,170,72,3,38,0.00,0,0.00,0,0.00,0,0,0.0
263,Caio Borralho,18,2,0,185.4,185,75,2,33,3.47,56,2.61,60,1.25,50,76,0.4
264,Zachary Borrego,3,1,0,188.0,185,78,3,30,0.00,0,1.94,33,0.00,0,0,0.0
265,Viacheslav Borshchev,8,7,1,180.3,155,69,1,34,5.10,50,4.46,57,0.00,0,43,0.1
266,Tanner Boser,22,11,1,188.0,245,75,1,35,4.82,53,3.00,57,0.00,0,69,0.0
267,Steve Bosse,12,2,0,180.3,205,72,1,45,5.99,52,5.38,50,0.92,33,100,0.0
268,Poliana Botelho,8,5,0,172.7,125,67,1,37,2.90,58,2.80,54,0.85,57,76,0.0
269,Ilian Bouafia,7,0,0,195.6,185,78,2,29,2.00,47,1.67,65,0.00,0,100,0.0
270,Kyron Bowen,9,5,0,190.5,185,73,1,32,2.73,57,2.05,40,0.00,0,0,0.0
271,Brian Bowles,10,3,0,170.2,135,70,1,46,2.36,26,2.98,64,1.39,70,54,1.4
272,Roger Bowling,12,6,0,175.3,155,68,1,43,3.90,47,3.86,51,3.09,43,27,0.9
273,Kyle Bradley,19,12,0,175.3,155,71,1,44,1.99,40,3.45,58,0.65,50,40,0.0
274,Sean Brady,19,2,0,177.8,170,72,1,33,4.08,53,2.77,59,3.58,51,86,0.8
275,Ramiz Brahimaj,13,7,0,177.8,170,72,1,33,2.14,49,3.23,46,1.97,34,46,1.4
276,Adam Bramhald,13,3,0,177.8,135,70,1,32,7.65,45,8.05,33,0.00,0,100,0.0
277,David Branch,22,6,0,185.4,185,78,1,44,1.66,39,1.91,56,2.55,32,43,0.0
278,Billy Brand,5,2,0,167.6,135,65,1,30,2.86,25,8.57,40,0.00,0,75,0.0
279,Diego Brandao,22,11,0,170.2,145,64,1,39,2.94,47,3.38,62,3.21,68,80,0.6
280,Bruna Brasil,11,7,1,167.6,115,65,1,32,2.56,57,3.75,52,1.23,52,57,0.1
281,Martin Bravo,11,3,0,172.7,145,71,2,32,7.66,39,5.72,51,2.60,35,85,0.0
282,Mike Breeden,11,6,0,177.8,155,70,1,37,5.75,45,7.28,42,0.98,30,67,0.0
283,Tom Breese,12,3,0,190.5,185,73,2,34,3.34,50,2.81,60,0.00,0,70,1.1
284,Elves Brener,16,6,0,177.8,155,72,1,28,4.76,47,5.86,50,0.99,16,76,0.0
285,Lucas Brennan,11,3,0,177.8,155,72,2,26,0.60,25,2.20,52,0.00,0,33,1.0
286,Charlie Brenneman,19,8,0,177.8,155,70,1,45,1.52,56,1.55,46,4.23,42,72,0.0
287,Marcos Brigagao,11,1,0,190.5,205,76,2,30,3.07,43,3.27,25,0.00,0,36,0.0
288,Jason Brilz,22,6,1,180.3,205,71,1,51,2.66,40,1.78,65,2.37,25,25,1.3
289,Marcus Brimage,7,7,0,162.6,135,71,2,41,3.97,35,3.64,56,0.56,100,80,0.0
290,Henry Briones,16,8,1,172.7,135,69,1,45,3.47,42,4.68,53,0.00,0,52,0.6
291,Joanderson Brito,19,5,1,172.7,145,72,1,31,2.38,50,2.28,43,3.23,67,57,1.2
292,Kaik Brito,20,6,0,182.9,170,74,1,29,5.95,52,6.19,53,0.60,33,55,1.2
293,Antwain Britt,11,6,0,185.4,205,77,3,48,1.46,39,2.81,44,1.56,40,50,0.0
294,Jonathan Brookins,16,10,0,182.9,145,74,2,41,2.69,39,3.63,56,1.94,17,80,0.3
295,Will Brooks,18,4,0,177.8,155,72,1,39,4.26,59,2.54,56,2.08,51,82,0.3
296,Jarred Brooks,13,2,0,160.0,125,62,3,33,2.12,46,1.66,62,4.54,57,69,0.6
297,Rob Broughton,16,7,1,188.0,265,74,1,43,2.83,60,2.54,51,0.00,0,26,3.2
298,Matt Brown,26,19,0,182.9,170,75,1,45,3.76,55,2.92,55,1.68,46,63,1.3
299,Mike Brown,26,9,0,167.6,145,70,1,50,2.98,44,2.45,60,3.23,40,66,0.6
300,Randy Brown,20,8,0,190.5,170,78,1,36,4.39,47,3.35,53,0.71,34,74,0.5
301,Damien Brown,17,12,0,177.8,155,68,1,41,3.66,38,4.86,50,0.68,27,53,0.7
302,TJ Brown,17,11,0,175.3,145,72,3,36,3.37,44,2.89,49,3.41,57,36,1.3
303,Travis Browne,18,7,1,198.1,255,79,1,44,2.93,41,4.31,42,1.21,68,75,0.2
304,Cody Brundage,12,9,1,182.9,185,72,1,32,2.50,51,2.95,50,1.80,41,66,0.5
305,Derek Brunson,23,9,0,185.4,185,77,2,42,3.51,47,3.05,51,3.14,33,85,0.6
306,Robert Bryczek,18,7,0,182.9,185,75,1,36,2.80,37,4.51,55,0.36,100,71,0.4
307,Lukasz Brzeski,9,7,1,190.5,236,78,1,34,4.90,50,3.65,54,0.41,33,35,0.4
308,Marcus Buchecha,5,3,1,188.0,255,77,1,36,1.59,50,2.15,50,2.02,16,0,0.4
309,Justin Buchholz,15,10,0,182.9,155,73,1,43,2.35,26,4.14,51,0.00,0,33,0.8
310,Joaquin Buckley,21,8,0,177.8,170,76,2,32,3.62,36,3.10,58,1.43,45,70,0.1
311,Martin Buday,16,2,0,193.0,265,77,1,34,4.39,53,4.49,55,0.15,20,93,0.1
312,Julia Budd,10,2,0,170.2,145,67,3,43,2.42,74,1.18,47,3.60,57,83,0.0
313,Dylan Budka,7,5,0,182.9,185,75,3,26,1.06,38,1.80,42,1.93,38,76,0.4
314,Mike Budnik,13,4,0,175.3,145,68,1,52,0.65,52,0.95,53,0.00,0,0,3.4
315,Mayra Bueno Silva,10,7,1,167.6,135,66,1,35,3.52,56,4.71,51,0.46,23,64,1.3
316,Paul Buentello,35,17,0,188.0,245,77,1,52,3.29,45,3.83,52,0.19,33,39,0.4
317,Marek Bujlo,6,1,0,193.0,265,77,1,33,2.07,38,3.27,37,0.00,0,0,0.0
318,Modestas Bukauskas,20,7,0,190.5,205,76,3,32,3.14,43,3.86,50,0.23,66,82,0.1
319,Felipe Bunes,14,9,0,170.2,125,69,1,36,3.17,46,4.57,47,1.08,25,40,1.4
320,Shane Burgos,15,3,0,180.3,145,75,1,35,7.40,52,6.78,56,0.43,44,91,0.4
321,Joshua Burkman,28,16,0,177.8,170,72,1,46,2.69,43,3.13,51,2.53,36,72,0.3
322,Justin Burlinson,6,1,0,185.4,170,74,3,29,1.24,40,3.09,61,0.00,0,100,9.3
323,Mads Burnell,9,3,0,172.7,145,69,1,32,1.28,41,2.71,51,3.45,47,22,0.4
324,Kevin Burns,12,7,0,177.8,170,74,1,46,2.74,38,4.30,52,0.28,50,47,0.8
325,Gilbert Burns,22,10,0,177.8,170,71,1,40,3.16,48,3.68,52,2.04,35,53,0.4
326,Herbert Burns,11,6,0,175.3,145,73,1,38,1.86,36,5.17,41,2.94,34,66,1.8
327,Dakota Bush,8,4,0,177.8,155,73,1,32,2.77,38,4.42,41,2.40,33,0,0.0
328,Jesse Butler,12,6,0,177.8,135,73,1,34,2.02,34,4.62,39,0.00,0,0,0.0
329,JP Buys,9,6,0,165.1,135,67,1,30,1.88,39,3.02,40,1.55,25,25,2.3
330,Dennis Buzukja,12,7,0,175.3,145,70,3,28,4.28,44,4.76,48,0.55,27,72,0.2
331,Charles Byrd,10,7,0,177.8,185,73,1,42,3.43,55,2.63,55,2.50,50,40,1.5
332,Yan Cabral,13,3,0,180.3,155,73,1,43,2.02,47,1.98,62,2.89,35,37,1.2
333,Alex Caceres,21,15,0,177.8,145,73,2,38,4.21,49,3.09,62,0.54,68,64,0.7
334,Vince Cachero,7,4,0,167.6,145,68,1,36,3.29,45,6.51,43,0.00,0,18,0.5
335,Priscila Cachoeira,13,9,0,170.2,135,65,1,38,4.35,44,7.45,45,0.37,50,69,0.0
336,Yudi Cahyadi,8,3,0,167.6,145,68,1,34,4.80,62,6.72,48,0.00,0,0,0.0
337,Lucas Caldas,6,2,0,172.7,155,70,1,30,4.80,41,15.67,39,0.00,0,0,0.0
338,Carlos Calderon,6,3,0,180.3,145,71,2,30,4.85,42,4.98,33,3.93,33,0,0.0
339,Nicolle Caliari,9,4,0,160.0,115,62,1,29,2.88,39,5.59,52,3.38,29,50,1.0
340,Cynthia Calvillo,9,6,1,162.6,115,64,1,39,4.41,38,4.12,64,1.80,44,77,0.8
341,Frank Camacho,22,10,0,177.8,155,73,1,37,6.56,46,7.44,51,1.11,31,73,0.0
342,Lucas Camacho,6,1,0,193.0,265,80,1,33,4.08,38,8.16,6,0.00,0,0,0.0
343,Matheus Camilo,11,3,0,177.8,155,69,1,25,2.22,43,3.05,66,4.16,53,0,0.6
344,Fabricio Camoes,14,9,1,177.8,155,71,1,47,1.29,33,1.85,61,2.34,32,20,1.5
345,Chris Camozzi,24,13,0,188.0,185,75,1,39,3.57,44,2.96,56,0.27,19,57,0.5
346,Brian Camozzi,7,5,0,188.0,170,78,1,35,3.15,26,6.39,54,0.00,0,0,0.7
347,Shane Campbell,14,6,0,182.9,155,71,1,39,3.99,59,3.19,55,1.36,28,82,0.0
348,Charlie Campbell,9,3,0,182.9,155,72,1,31,5.23,51,4.17,55,2.45,36,62,0.0
349,Kitt Campbell,16,7,0,185.4,170,73,1,32,5.40,53,2.51,60,0.94,10,50,0.0
350,Kurtis Campbell,8,1,0,175.3,145,72,3,24,3.50,48,2.63,51,8.76,40,50,0.0
351,Will Campuzano,14,6,0,175.3,125,70,1,40,2.43,31,3.82,57,0.88,45,48,0.2
352,Aleksa Camur,6,3,0,185.4,205,74,1,30,4.73,57,4.26,54,0.46,22,50,0.0
353,Chico Camus,17,7,0,167.6,125,66,1,41,2.58,41,2.46,64,0.77,40,72,0.4
354,Carlos Candelario,8,3,0,172.7,125,68,2,35,3.97,46,5.17,44,2.28,36,53,0.3
355,Luiz Cane,17,7,0,188.0,185,77,2,45,4.79,41,5.00,60,0.56,28,100,0.3
356,Guido Cannetti,10,8,0,167.6,135,68,2,46,3.44,55,2.84,51,2.27,55,64,0.4
357,Jared Cannonier,18,10,0,180.3,185,77,3,42,4.25,49,4.36,55,0.77,45,64,0.0
358,Steve Cantwell,7,6,0,188.0,185,75,1,39,3.63,34,5.76,55,0.65,30,80,0.7
359,Gigi Canuto,7,2,0,157.5,115,64,1,23,3.73,52,7.07,38,4.00,57,0,1.0
360,Phil Caracappa,6,1,0,172.7,135,70,1,34,2.93,50,4.07,29,1.00,8,100,1.0
361,Bryan Caraway,21,9,0,172.7,135,68,1,42,2.53,34,3.61,54,2.57,25,80,0.8
362,Chris Cariaso,17,8,0,160.0,125,64,2,45,3.35,43,2.23,61,1.11,39,57,0.8
363,Antonio Carlos Junior,11,5,0,188.0,185,79,1,36,1.95,42,2.14,52,3.42,39,53,0.8
364,Spike Carlyle,9,3,0,172.7,145,71,3,33,2.55,54,3.85,30,3.34,36,57,0.5
365,Francis Carmont,25,12,0,190.5,205,78,1,44,2.22,42,1.64,59,1.79,36,73,0.6
366,Liz Carmouche,13,7,0,167.6,125,66,1,42,2.78,54,2.51,61,2.57,51,65,0.3
367,Roan Carneiro,21,11,0,180.3,170,76,1,48,1.46,46,1.82,62,3.05,42,83,1.4
368,Ariane Carnelossi,15,5,0,157.5,115,61,1,33,2.68,38,4.69,43,1.06,50,22,0.2
369,Luana Carolina,11,5,0,167.6,135,69,1,33,4.65,51,3.46,51,0.30,37,68,0.6
370,Clayton Carpenter,8,3,0,167.6,125,66,1,30,3.88,50,4.47,49,1.75,35,50,1.0
371,Jack Cartwright,10,1,0,175.3,135,68,1,32,0.80,38,3.33,29,6.00,66,0,2.0
372,Antonio Carvalho,15,6,0,175.3,145,70,1,47,3.03,29,3.62,64,0.00,0,100,0.0
373,Shane Carwin,12,2,0,188.0,265,80,1,51,4.38,47,3.53,53,1.42,33,42,0.0
374,Johnny Case,22,6,0,177.8,155,72,1,37,3.95,38,2.66,61,1.70,45,72,0.2
375,Kevin Casey,9,5,2,180.3,185,77,2,45,2.27,53,3.76,46,0.79,22,27,0.4
376,Cortney Casey,10,10,0,170.2,125,67,1,39,4.29,39,4.00,55,0.39,31,39,0.5
377,John Castaneda,21,8,1,167.6,135,71,3,34,4.95,51,5.07,54,1.49,37,75,0.1
378,Danny Castillo,17,10,0,175.3,155,71,1,47,2.57,42,1.96,62,2.95,38,63,0.2
379,Nick Catone,10,4,0,182.9,185,72,2,45,2.11,44,2.32,63,3.71,44,83,0.5
380,Gesias Cavalcante,21,10,1,172.7,155,71,1,43,1.98,35,3.11,51,1.25,36,66,1.1
381,Rafael Cavalcante,12,7,0,185.4,205,74,1,46,2.71,53,3.62,49,0.60,40,63,0.1
382,Jacqueline Cavalcanti,10,2,0,172.7,135,70,1,29,5.30,46,2.98,68,0.00,0,85,0.0
383,Igor Cavalcanti,9,1,0,180.3,170,79,1,28,3.33,42,3.60,48,1.00,50,66,0.0
384,Magnus Cedenblad,14,5,0,195.6,185,79,1,44,2.38,51,3.02,40,2.87,64,66,1.0
385,Yosdenis Cedeno,10,6,1,172.7,155,69,1,41,1.64,29,1.60,67,0.00,0,31,0.3
386,Henry Cejudo,16,6,0,162.6,135,64,1,39,3.83,47,3.84,57,1.78,29,72,0.1
387,Vinicius Cenci,7,2,0,185.4,155,74,1,30,2.90,48,2.69,62,1.61,50,0,0.0
388,Vlasto Cepo,14,4,0,182.9,185,73,1,31,6.89,29,29.51,37,0.00,0,0,0.0
389,Katlyn Cerminara,18,6,0,175.3,125,68,1,37,4.58,34,4.48,62,0.31,15,50,0.3
390,Rafael Cerqueira,11,4,0,190.5,205,76,2,36,1.56,43,5.05,36,0.00,0,36,0.0
391,Donald Cerrone,36,17,0,185.4,155,73,1,43,4.41,46,4.48,53,1.16,33,73,1.2
392,Luan Chagas,15,3,1,182.9,170,75,1,33,4.16,47,3.19,62,0.32,12,85,0.3
393,Dagiisuren Chagnaadorj,12,2,0,172.7,145,71,1,26,2.86,27,3.03,58,4.20,50,100,0.8
394,Edgar Chairez,14,6,0,170.2,125,71,1,30,3.76,46,4.71,46,0.00,0,47,1.4
395,Alex Chambers,5,5,0,160.0,115,63,2,47,2.97,54,5.10,50,2.31,41,53,1.0
396,Michael Chandler,23,11,0,172.7,155,71,1,40,3.91,49,4.51,43,1.88,37,61,0.5
397,Chelsea Chandler,7,4,0,172.7,135,68,2,35,3.52,45,4.27,40,0.81,60,25,0.3
398,Eduardo Chapolin,15,3,0,170.2,125,67,1,30,3.46,41,3.38,57,3.38,60,84,0.0
399,Morgan Charriere,21,12,1,172.7,145,69,1,30,4.02,50,4.51,53,2.06,46,83,0.3
400,Terrance Chatman,5,2,0,182.9,265,76,1,29,0.22,25,1.12,44,0.00,0,66,3.4
401,Jeisla Chaves,8,1,0,167.6,115,68,1,29,5.02,54,4.49,53,1.42,37,62,0.5
402,Ernest Chavez,10,2,0,172.7,145,70,1,43,2.79,40,3.89,59,0.89,33,50,0.0
403,Danny Chavez,11,5,1,172.7,145,67,1,39,2.86,38,3.83,50,1.95,60,87,0.0
404,Fabio Cherant,7,4,0,185.4,205,74,2,31,1.35,40,4.89,38,0.00,0,0,0.0
405,Mark Cherico,11,1,0,170.2,145,69,1,40,3.69,34,7.37,56,5.03,50,0,0.0
406,Macy Chiasson,11,6,0,180.3,135,72,1,35,3.21,46,2.76,44,1.87,35,62,0.4
407,Michael Chiesa,20,7,0,185.4,170,75,2,38,2.02,40,1.73,57,3.11,47,65,1.0
408,Giga Chikadze,15,6,0,182.9,145,74,1,38,3.75,42,3.47,59,0.18,33,65,0.2
409,Khamzat Chimaev,15,1,0,188.0,185,75,1,32,4.01,54,2.98,52,5.32,58,87,1.4
410,Dooho Choi,17,4,1,177.8,145,70,1,35,5.00,55,4.43,57,1.26,53,59,0.5
411,SeungWoo Choi,11,8,0,182.9,145,74,1,33,3.56,38,3.16,47,0.83,54,70,0.0
412,SeungGuk Choi,7,3,0,167.6,125,64,1,29,2.69,42,2.69,65,1.02,27,74,0.0
413,DongHun Choi,9,0,0,165.1,125,66,3,27,4.54,66,3.13,58,0.46,14,81,0.0
414,Mark Choinski,8,1,0,172.7,155,69,1,30,3.87,50,7.33,33,2.00,18,0,0.0
415,Levan Chokheli,15,3,0,180.3,170,72,1,29,15.65,54,0.00,100,0.00,0,0,0.0
416,John Cholish,8,3,0,180.3,155,74,1,42,2.65,49,2.29,73,1.82,31,78,0.4
417,Ryo Chonan,22,13,0,175.3,170,70,1,49,2.57,43,2.25,60,0.61,41,39,0.3
418,Cody Chovancek,9,0,0,172.7,135,67,3,28,2.85,50,2.46,51,0.00,0,83,0.0
419,Joachim Christensen,14,6,0,190.5,205,76,1,47,3.78,41,3.29,46,0.00,0,0,0.0
420,Kevin Christian,9,4,0,200.7,205,80,1,31,2.19,58,3.54,40,0.00,0,50,1.9
421,Cameron Church,4,1,0,180.3,155,72,1,35,4.00,40,4.93,50,0.00,0,60,1.0
422,Hannah Cifers,10,7,0,154.9,115,62,1,34,4.99,44,5.39,52,0.26,100,64,0.3
423,Misha Cirkunov,15,9,0,190.5,205,77,1,39,3.86,51,3.06,57,4.15,39,76,1.7
424,Sean Clancy Jr.,9,0,0,185.4,170,72,1,23,5.73,60,1.24,66,1.69,100,0,0.0
425,Heather Clark,7,6,0,167.6,115,64,1,45,3.69,49,5.62,50,0.33,4,80,0.3
426,Devin Clark,14,9,0,182.9,205,75,1,36,3.03,54,3.24,44,2.17,32,58,0.1
427,Jessica-Rose Clark,11,9,0,165.1,135,64,1,38,3.73,51,3.51,58,1.66,42,62,0.3
428,Shannon Clark,5,1,0,165.1,125,64,1,34,11.51,58,20.55,35,0.00,0,0,0.0
429,Mitch Clarke,11,5,0,177.8,155,73,1,40,2.35,34,3.27,47,0.64,15,50,0.4
430,Rich Clementi,45,23,1,175.3,155,72,2,50,1.43,37,2.29,60,1.72,42,25,1.1
431,Chris Clements,12,6,0,177.8,170,70,1,50,3.20,49,2.37,44,0.00,0,32,0.3
432,Charlie Cleveland,6,1,0,188.0,246,75,2,28,0.00,0,0.00,0,0.00,0,0,0.0
433,Mark Climaco,9,2,0,162.6,125,65,2,28,4.13,59,2.90,57,3.50,36,46,0.0
434,Marloes Coenen,23,8,0,175.3,145,67,3,45,2.15,51,1.90,67,0.82,30,41,2.5
435,Felipe Colares,10,4,0,172.7,145,69,1,32,2.17,45,4.65,36,1.88,24,43,0.5
436,Chandler Cole,10,4,0,177.8,264,72,1,31,2.45,60,3.59,26,0.00,0,0,0.0
437,Mark Coleman,16,10,0,185.4,205,75,1,61,1.88,52,2.62,40,3.89,40,50,0.8
438,Clay Collard,14,7,0,180.3,145,73,1,33,4.22,32,5.00,50,2.81,39,71,0.5
439,Jamie Colleen,4,1,0,160.0,115,65,1,40,3.11,61,5.66,33,0.52,33,50,1.6
440,Jake Collier,13,10,0,190.5,230,78,1,37,5.80,44,5.08,50,0.71,33,67,0.6
441,Shane Collins,8,0,0,175.3,145,71,1,26,5.07,55,3.87,34,0.00,0,44,3.0
442,Willian Colorado,11,1,0,177.8,135,72,3,40,0.00,0,0.00,0,0.00,0,0,0.0
443,Rose Conceicao,7,1,0,139.7,115,65,1,29,3.07,28,6.73,60,0.00,0,0,0.0
444,Roque Conceicao,10,3,0,162.6,125,67,1,26,2.73,40,9.09,41,0.00,0,0,0.0
445,Carlos Condit,32,14,0,188.0,170,75,1,42,3.66,39,2.67,55,0.59,46,38,1.0
446,Jack Congdon,7,2,0,188.0,170,75,3,29,5.29,35,9.71,21,0.00,0,100,0.0
447,Tristan Connelly,14,8,0,177.8,145,68,1,40,3.31,51,2.96,50,0.33,14,60,0.3
448,Amanda Cooper,3,5,0,160.0,115,64,3,34,3.55,44,3.20,51,1.53,38,28,1.8
449,Chris Cope,8,4,0,182.9,170,72,1,43,3.96,26,4.82,50,0.00,0,80,0.0
450,Michael Cora,4,1,0,185.4,170,77,2,37,0.80,28,0.13,66,0.00,0,25,0.0
451,Akira Corassani,12,6,0,172.7,145,68,1,44,3.25,45,4.91,50,0.70,28,86,0.0
452,Alden Coria,13,3,0,172.7,125,67,1,28,4.05,41,2.21,69,2.21,54,56,1.5
453,Daniel Cormier,22,3,0,180.3,235,72,1,47,4.25,52,2.92,54,1.83,44,80,0.4
454,Nora Cornolle,9,4,0,170.2,135,67,1,36,2.73,55,2.04,56,0.22,11,47,0.2
455,Bethe Correia,11,6,1,165.1,135,64,1,43,4.37,43,4.93,56,0.39,18,85,0.0
456,Waldo Cortes Acosta,17,3,0,193.0,260,78,1,34,5.34,48,3.63,54,0.40,50,73,0.1
457,Tracy Cortez,12,4,0,165.1,125,65,1,32,3.95,48,3.61,53,2.04,40,59,0.3
458,Reyes Cortez Jr.,7,3,0,170.2,135,68,1,34,4.10,45,7.43,52,1.50,11,100,0.0
459,Louis Cosce,7,2,0,175.3,170,71,1,31,4.31,45,5.35,47,1.04,20,50,0.5
460,Orion Cosce,8,2,0,180.3,170,71,3,32,2.77,53,4.02,44,1.92,40,61,0.0
461,Paulo Costa,16,4,0,185.4,205,72,1,35,6.15,59,5.96,49,0.30,42,77,0.0
462,Randy Costa,6,4,0,175.3,135,73,3,32,6.53,46,7.58,58,0.00,0,50,0.0
463,Alessandro Costa,17,5,0,162.6,125,67,1,30,3.77,46,3.71,57,0.70,26,87,0.7
464,Melquizael Costa,26,8,0,177.8,145,71,2,29,4.29,47,3.19,50,1.53,35,50,0.8
465,Vitor Costa,8,2,0,188.0,185,75,1,25,7.36,54,9.62,50,0.00,0,0,0.0
466,Oscar Cota,11,3,0,182.9,230,72,1,41,0.33,41,2.47,41,0.00,0,60,1.0
467,Patrick Cote,23,11,0,180.3,170,75,1,46,2.81,48,3.21,48,0.68,20,43,0.2
468,Rashad Coulter,9,4,0,180.3,205,76,1,44,4.82,56,6.68,50,0.00,0,62,0.0
469,Randy Couture,19,11,0,185.4,205,75,1,63,2.85,57,1.53,59,2.78,46,58,0.5
470,Ryan Couture,11,5,0,177.8,155,73,1,44,3.54,45,2.87,54,1.55,29,46,1.3
471,Colby Covington,17,5,0,180.3,170,72,1,38,3.81,38,3.09,54,3.64,42,68,0.2
472,Hailey Cowan,7,6,0,172.7,135,67,2,34,2.72,41,3.12,41,1.80,37,80,0.0
473,Nathan Coy,15,7,0,177.8,170,69,2,48,3.88,52,2.40,61,3.17,47,50,0.0
474,Andrew Craig,9,4,0,185.4,170,76,1,40,2.39,40,3.01,50,0.53,37,72,0.0
475,Paul Craig,17,10,1,190.5,205,76,1,38,2.50,45,3.04,43,1.43,18,35,1.3
476,Tim Credeur,12,4,0,190.5,185,75,1,49,3.59,30,3.13,57,0.41,100,50,3.3
477,Melissa Croden,8,3,0,175.3,135,68,1,35,4.27,47,2.13,59,2.02,50,66,0.3
478,Kevin Croom,21,15,0,180.3,135,73,1,39,2.65,34,3.10,41,0.48,5,30,0.5
479,Kiefer Crosbie,10,6,0,180.3,170,70,3,36,4.46,64,5.80,46,0.00,0,40,0.0
480,Ken Cross,11,3,0,182.9,155,72,2,31,2.20,57,1.40,55,1.00,12,66,0.0
481,Allen Crowder,10,4,0,190.5,245,76,1,36,2.95,51,2.95,56,1.85,33,100,1.2
482,Daron Cruickshank,18,10,0,172.7,155,72,3,41,2.88,38,2.98,57,2.04,41,60,0.2
483,Jimmy Crute,14,4,2,188.0,205,74,1,30,4.15,52,3.65,42,4.39,52,58,2.0
484,Dominick Cruz,24,4,0,172.7,135,68,1,41,3.91,33,2.61,70,2.82,42,83,0.1
485,Aalon Cruz,8,4,0,182.9,145,78,3,36,7.58,39,8.88,58,0.00,0,0,0.0
486,Timmy Cuamba,10,4,0,175.3,135,71,1,27,2.88,42,3.72,55,1.18,31,71,0.0
487,Josh Culibao,11,4,1,177.8,145,73,1,32,3.41,44,3.04,59,0.00,0,65,0.3
488,Zak Cummings,25,7,0,182.9,205,75,2,42,2.96,35,2.91,55,0.62,28,66,0.6
489,Patrick Cummins,10,7,0,188.0,205,76,1,45,4.26,50,3.35,55,4.49,41,28,0.1
490,Luke Cummo,6,6,0,182.9,170,74,1,46,1.74,43,1.50,59,0.89,55,42,1.4
491,Hugo Cunha,8,2,0,190.5,263,79,1,33,0.60,30,3.01,34,0.00,0,0,0.0
492,Alton Cunningham,4,2,0,188.0,205,77,1,33,3.33,75,4.94,20,1.67,10,100,0.0
493,AJ Cunningham,11,5,0,177.8,135,71,1,31,4.22,29,6.31,48,0.00,0,46,0.5
494,Tommy Cuozzi Jr.,8,1,0,175.3,145,71,1,27,2.43,17,14.22,34,0.00,0,0,0.0
495,Santo Curatolo,6,2,0,160.0,125,62,2,31,1.40,39,6.07,34,2.00,33,100,0.0
496,Jeff Curran,36,18,1,167.6,135,69,1,48,1.54,31,2.48,60,0.35,12,35,1.2
497,Kailin Curran,4,5,0,162.6,115,65,1,35,3.89,43,4.75,53,2.00,57,61,0.6
498,Will Currie,12,4,0,190.5,185,76,3,27,2.73,47,5.67,44,2.00,13,50,0.0
499,Chris Curtis,32,13,0,177.8,170,75,1,39,5.52,50,5.75,54,0.00,0,64,0.0
500,Ion Cutelaba,20,12,1,185.4,205,75,2,32,4.13,43,3.42,46,4.02,51,76,0.3
501,Henrique da Silva,14,5,0,190.5,205,76,1,37,3.89,60,5.28,40,0.25,14,22,0.2
502,Ariane da Silva,17,11,0,167.6,125,67,1,32,4.05,41,4.40,50,0.47,38,68,0.3
503,Alex Da Silva,21,4,0,172.7,155,73,1,30,2.14,46,2.52,56,1.97,43,76,0.3
504,Radley Da Silva,8,1,0,175.3,145,71,1,31,0.27,22,0.93,48,6.00,100,100,0.0
505,Deni Daffa,6,2,0,182.9,155,74,1,26,3.47,38,6.45,38,0.00,0,0,0.0
506,Nicolas Dalby,24,6,1,180.3,170,74,1,41,3.88,43,3.51,52,0.90,26,59,0.1
507,Paul Daley,39,15,2,175.3,170,76,1,43,3.14,47,2.37,60,0.91,40,64,0.0
508,Aisling Daly,16,6,0,157.5,115,64,1,38,2.92,52,1.40,55,2.15,41,33,0.9
509,Leonardo Damiani,10,3,1,177.8,170,69,1,36,1.67,23,4.17,37,0.00,0,50,0.0
510,Rodrigo Damm,13,9,0,170.2,155,71,1,46,3.50,36,5.61,57,0.44,16,80,0.3
511,Batgerel Danaa,12,5,0,170.2,135,70,1,37,5.38,36,4.21,47,0.52,50,62,0.0
512,Peter Danesoe,8,4,0,175.3,135,68,1,26,4.99,52,6.73,38,0.00,0,62,0.0
513,Jarjis Danho,7,1,1,190.5,265,74,1,42,3.38,50,5.25,49,0.51,16,100,0.0
514,Jose Daniel Medina,11,7,0,182.9,185,74,1,35,2.13,36,5.34,46,0.39,33,27,0.0
515,Mac Danzig,21,12,1,172.7,155,70,1,46,3.39,48,3.44,57,1.20,37,46,0.6
516,Karen Darabedyan,13,6,0,170.2,155,68,1,39,3.43,51,2.62,67,2.14,75,0,0.0
517,Adam Darby,7,1,0,190.5,170,78,3,27,0.00,0,0.00,0,0.00,0,0,0.0
518,Beneil Dariush,23,8,1,177.8,155,72,2,37,3.74,49,2.63,57,2.21,38,82,0.8
519,Kyle Daukaus,17,5,0,188.0,185,76,2,33,3.16,53,2.94,42,1.97,25,79,2.0
520,Chris Daukaus,12,7,0,190.5,205,76,1,36,6.05,50,4.64,55,0.00,0,100,0.0
521,Marcus Davis,22,11,0,177.8,170,70,2,53,2.72,39,2.79,65,1.60,48,47,1.4
522,LC Davis,23,8,0,172.7,135,69,2,45,2.04,30,2.10,59,2.27,46,66,0.2
523,Phil Davis,17,4,0,188.0,205,79,1,41,2.85,34,1.33,72,2.99,38,72,0.6
524,Alexis Davis,21,11,0,167.6,135,68,1,41,4.63,49,4.45,54,0.95,44,34,0.7
