,Name,Wins,Losses,Draws,Height,Weight,Reach,Stance,Age,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
630,Mike Easton,13,6,0,167.6,135,70,2,42,3.51,37,4.28,61,0.75,22,66,0.0
631,Brian Ebersole,51,18,1,182.9,170,73,2,45,2.32,49,2.14,56,1.70,23,61,0.1
632,Roybert Echeverria,7,1,0,165.1,125,67,3,31,2.95,53,2.52,57,0.00,0,71,2.6
633,Mark Eddiva,6,3,0,172.7,145,68,1,40,3.37,45,2.98,54,1.45,22,63,0.0
634,Frankie Edgar,23,11,1,167.6,135,68,1,44,3.77,40,2.82,65,2.29,31,65,0.3
635,Johnny Eduardo,28,13,0,170.2,135,71,1,48,2.95,39,3.22,63,0.22,20,58,0.4
636,Yves Edwards,42,22,1,175.3,155,73,2,49,2.91,42,2.34,66,0.76,53,69,0.7
637,Justin Edwards,9,5,0,177.8,155,70,1,43,2.68,42,3.32,51,2.14,26,27,1.0
638,Leon Edwards,22,6,0,188.0,170,74,2,35,2.60,54,2.44,52,1.25,37,63,0.4
639,Te Edwards,6,3,0,172.7,155,72,1,35,1.50,41,4.15,44,0.72,100,44,0.0
640,Joselyne Edwards,18,6,0,172.7,135,70,1,30,4.61,53,3.26,50,1.29,36,62,0.6
641,Christian Edwards,8,5,0,195.6,205,78,2,27,2.40,50,2.40,55,0.00,0,0,0.0
642,Stephanie Egger,8,5,0,167.6,135,68,1,38,2.20,46,2.48,52,2.48,42,50,0.6
643,Per Eklund,14,5,1,177.8,155,72,1,45,2.07,61,2.38,67,2.07,11,50,3.6
644,Evan Elder,10,2,0,177.8,155,72,3,29,5.66,50,4.94,57,0.48,15,40,0.5
645,Billy Elekana,10,2,0,190.5,205,77,2,31,2.71,56,3.59,46,0.85,22,0,0.8
646,Joao Elias,17,4,1,160.0,125,64,2,31,0.40,50,6.47,20,0.00,0,50,0.0
647,Darren Elkins,29,13,0,177.8,145,71,1,42,3.39,38,3.34,51,2.86,33,56,1.1
648,Jake Ellenberger,31,15,0,175.3,170,71,1,41,2.47,39,2.83,60,2.04,47,86,0.4
649,Joe Ellenberger,15,2,0,175.3,155,72,1,41,1.62,47,3.45,48,3.17,40,0,1.1
650,Tim Elliott,22,14,1,170.2,125,66,2,39,3.51,43,3.00,56,3.61,45,59,1.1
651,Oban Elliott,12,5,0,182.9,170,72,1,28,3.62,48,2.36,60,1.48,38,52,0.0
652,Ezra Elliott,8,0,0,175.3,145,72,1,26,0.40,54,0.47,65,12.00,66,100,3.0
653,Elisha Ellison,5,3,0,182.9,238,78,1,29,3.61,38,15.79,33,0.00,0,100,0.0
654,Cameron Else,10,6,0,175.3,135,71,3,39,1.99,40,8.09,51,0.00,0,0,0.0
655,Ramazan Emeev,20,6,0,177.8,170,76,2,39,2.53,45,2.14,65,2.37,29,66,0.7
656,Fedor Emelianenko,36,5,0,182.9,230,74,1,49,3.18,51,1.00,63,2.00,63,82,1.9
657,Rob Emerson,18,12,0,175.3,155,70,1,45,2.50,30,2.83,64,2.02,52,65,0.4
658,Jamall Emmers,23,8,0,177.8,145,74,1,37,5.09,49,3.91,57,2.49,53,81,0.3
659,Josh Emmett,19,7,0,167.6,145,70,1,41,3.67,35,4.52,59,1.07,36,43,0.1
660,Kolton Englund,9,4,0,177.8,155,69,1,33,2.31,25,11.54,40,0.00,0,0,0.0
661,Oliver Enkamp,7,2,0,182.9,170,77,3,35,2.38,36,3.55,37,0.87,16,0,0.0
662,Andy Enz,10,4,0,190.5,185,78,1,35,3.51,23,5.32,57,0.00,0,58,0.0
663,Yuji Ephoevi-Ga,11,1,0,182.9,155,75,3,26,2.67,71,2.60,44,0.00,0,60,0.0
664,Abdellah Er-Ramy,7,2,0,182.9,185,74,1,29,0.00,0,8.40,0,0.00,0,0,0.0
665,Steve Erceg,14,5,0,172.7,125,68,1,31,4.56,46,4.14,55,1.09,27,67,0.4
666,Julian Erosa,31,14,0,185.4,145,74,2,37,6.18,48,6.31,48,1.73,43,61,0.7
667,Jarno Errens,14,6,1,180.3,145,73,1,31,3.29,44,3.29,61,0.00,0,33,0.3
668,Ivan Erslan,15,6,0,188.0,205,72,1,34,2.53,49,4.57,54,0.93,37,70,0.0
669,Fabrizio Escarrega,9,2,0,175.3,155,74,1,28,5.47,49,3.20,58,3.00,100,100,0.0
670,Cole Escovedo,17,9,0,170.2,135,72,1,45,1.77,43,4.32,49,0.43,33,13,0.0
671,Efrain Escudero,28,12,0,175.3,155,71,1,40,2.92,44,2.30,63,1.31,40,66,0.8
672,Carla Esparza,20,8,0,154.9,115,63,1,38,2.19,39,2.87,54,3.28,36,47,0.3
673,Juan Espino,11,2,0,190.5,255,80,1,45,2.38,70,1.95,40,8.93,78,50,2.4
674,Jordan Espinosa,15,9,0,167.6,125,69,1,36,4.22,52,2.94,57,0.75,28,70,0.2
675,Jodie Esquibel,6,6,0,154.9,115,64,1,40,4.10,31,7.37,52,0.75,21,83,0.0
676,Rafael Estevam,14,1,0,172.7,135,69,1,30,2.40,39,3.90,45,4.91,33,66,0.2
677,Achilles Estremadura,7,1,0,177.8,155,68,1,34,3.20,43,3.27,70,0.00,0,0,0.0
678,Shaun Etchell,7,3,0,170.2,125,68,3,33,0.00,0,0.00,0,4.37,100,100,0.0
679,Terry Etim,16,5,0,185.4,155,73,1,40,2.16,35,2.53,67,0.43,30,39,1.4
680,Sijara Eubanks,8,7,0,162.6,125,67,1,41,4.30,43,3.43,57,1.90,44,66,0.3
681,Billy Evangelista,13,3,0,172.7,155,68,1,45,4.51,40,3.96,61,1.60,19,61,0.2
682,Rashad Evans,19,8,1,182.9,205,75,1,46,2.14,37,2.42,63,2.98,44,73,0.0
683,Ashlee Evans-Smith,6,6,0,172.7,135,67,1,39,4.03,34,4.59,53,0.95,22,50,0.0
684,Tonya Evinger,19,8,0,170.2,135,70,1,45,1.16,42,4.02,38,0.93,30,33,0.9
685,Movsar Evloev,20,0,0,170.2,145,72,1,32,3.91,47,2.80,61,4.78,52,61,0.2
686,Andre Ewell,17,9,0,172.7,145,75,2,38,4.28,40,4.87,51,0.36,75,72,0.1
687,Chris Ewert,7,1,0,182.9,185,75,1,32,3.40,37,4.33,50,0.00,0,42,0.0
688,Ethyn Ewing,10,2,0,167.6,135,69,1,30,7.44,55,4.53,63,1.68,60,100,0.0
689,Manuel Exposito,13,3,0,170.2,145,68,1,26,2.53,27,9.73,34,2.00,40,100,0.0
690,Jessica Eye,15,11,0,167.6,125,66,1,40,3.86,37,4.19,55,0.58,40,57,0.5
691,Urijah Faber,35,11,0,167.6,135,67,1,47,2.65,40,2.59,64,1.54,30,58,0.8
692,Melinda Fabian,4,4,2,167.6,125,66,1,39,4.03,41,4.00,62,0.00,0,100,0.0
693,Wagnney Fabiano,16,4,0,167.6,145,69,2,51,1.19,38,0.66,70,3.44,64,100,0.4
694,Bartosz Fabinski,15,5,0,182.9,170,75,1,40,2.23,68,1.46,51,7.10,70,80,0.0
695,Zarah Fairn,6,6,0,172.7,135,72,1,42,4.55,31,7.40,45,0.00,0,60,0.0
696,Rinat Fakhretdinov,24,1,1,182.9,170,74,1,34,5.03,52,3.61,54,3.91,34,91,0.2
697,Pedro Falcao,16,5,0,167.6,135,66,1,34,3.21,48,3.39,50,2.73,25,66,0.0
698,Jair Farias,10,1,0,185.4,145,76,1,33,3.80,39,5.33,51,0.00,0,41,0.0
699,Rico Farrington,7,3,0,193.0,170,79,2,37,6.33,41,7.20,51,0.00,0,20,0.0
700,Namo Fazil,10,2,0,180.3,170,71,1,29,9.61,46,10.59,38,0.00,0,66,0.0
701,Paul Felder,17,6,0,180.3,155,70,1,42,3.70,44,3.44,48,0.29,28,64,0.2
702,Carlos Felipe,11,2,0,182.9,245,75,1,31,4.88,45,5.60,50,0.00,0,72,0.0
703,Feng Xiaocan,11,5,0,167.6,115,67,2,24,4.30,49,1.67,66,0.67,100,63,0.0
704,Kevin Ferguson,5,2,0,188.0,235,77,1,52,2.30,50,3.41,38,3.10,72,36,1.2
705,Tony Ferguson,26,11,0,180.3,170,76,1,42,4.91,45,4.37,55,0.39,35,66,0.9
706,Gabriella Fernandes,11,4,0,167.6,125,66,2,33,3.51,46,5.31,53,0.42,18,68,0.2
707,Kaue Fernandes,11,3,0,175.3,155,73,1,31,4.26,55,1.63,60,1.16,100,76,0.0
708,Luke Fernandez,6,1,0,185.4,205,76,1,31,8.14,58,10.17,36,0.00,0,0,0.0
709,Lucas Fernando,14,3,0,190.5,205,80,1,29,3.71,57,3.21,51,1.72,30,0,0.6
710,Cezar Ferreira,13,8,0,185.4,185,78,2,41,1.90,42,2.44,53,2.69,53,84,0.5
711,Diego Ferreira,20,7,0,175.3,155,74,1,41,4.95,40,3.58,57,1.08,33,58,0.5
712,Erisson Ferreira,12,2,0,167.6,125,70,1,35,1.75,32,2.75,56,1.11,100,66,1.7
713,Brunno Ferreira,15,4,0,177.8,185,72,1,33,3.27,49,3.75,51,1.00,22,50,0.6
714,Timo Feucht,8,1,0,190.5,205,79,1,30,0.00,0,0.00,0,0.00,0,0,0.0
715,Andre Fialho,16,8,0,182.9,170,74,1,32,3.30,41,6.26,45,0.25,100,66,0.0
716,Drew Fickett,42,21,0,177.8,155,70,1,46,2.33,41,2.29,57,1.30,35,30,2.2
717,Michal Figlak,8,2,0,177.8,155,70,1,30,4.00,39,4.93,52,0.50,12,57,0.0
718,Deiveson Figueiredo,25,7,1,165.1,135,68,1,38,2.57,53,3.43,49,1.61,34,57,1.2
719,Francisco Figueiredo,13,5,1,167.6,125,68,2,36,2.04,61,2.59,61,2.51,75,76,0.4
720,Edwin Figueroa,9,5,0,170.2,135,69,1,42,2.57,39,3.06,51,0.20,100,37,0.6
721,Jafel Filho,17,5,0,170.2,125,68,1,33,1.78,40,1.76,50,2.40,47,50,1.8
722,Andre Fili,25,14,0,180.3,145,74,1,36,3.89,37,4.55,49,2.24,46,71,0.2
723,Mirko Filipovic,35,11,2,188.0,230,73,2,51,2.11,50,1.89,63,0.19,40,78,0.3
724,Torrez Finney,11,1,0,172.7,185,75,1,27,1.78,54,3.34,40,6.86,59,75,0.8
725,Luigi Fioravanti,26,15,0,172.7,170,70,1,45,2.23,42,2.21,69,3.76,63,67,0.9
726,Nick Fiore,6,2,0,177.8,155,72,1,28,2.83,46,7.93,42,2.50,45,71,0.0
727,Manon Fiorot,13,2,0,170.2,125,65,1,36,5.66,42,3.58,66,1.05,29,87,0.0
728,Spencer Fisher,24,9,0,170.2,155,68,2,50,3.17,43,3.03,64,0.67,30,60,0.8
729,Chris Fishgold,18,4,1,172.7,145,68,1,34,2.01,32,2.70,46,2.59,46,44,1.3
730,Jon Fitch,30,7,1,182.9,170,74,1,48,2.61,50,1.65,54,3.60,51,56,0.8
731,Rafael Fiziev,14,5,0,172.7,155,71,3,33,4.71,52,4.81,50,1.00,71,90,0.0
732,AJ Fletcher,10,3,0,177.8,170,67,3,29,3.36,49,4.61,46,1.54,35,33,0.9
733,Nathan Fletcher,9,3,0,170.2,135,70,1,28,3.41,59,2.16,57,3.37,38,50,0.7
734,Jimmy Flick,17,9,0,170.2,125,68,1,35,1.67,50,4.70,43,2.36,33,0,3.5
735,Luke Flores,9,2,0,182.9,155,73,2,38,1.56,44,1.88,60,0.00,0,40,1.2
736,Ty Flores,7,3,0,190.5,205,73,3,32,2.00,37,7.80,25,1.00,9,0,0.0
737,Alejandro Flores,17,3,0,177.8,145,73,1,35,3.66,40,2.02,54,0.00,0,0,0.0
738,Kenny Florian,14,6,0,177.8,145,74,2,50,2.41,40,1.85,63,2.22,33,60,1.3
739,Darrius Flowers,13,9,1,175.3,155,71,1,32,3.16,48,5.28,43,1.92,45,66,0.4
740,Caros Fodor,11,6,0,175.3,155,74,1,42,2.76,54,2.83,54,2.10,25,50,0.0
741,Rob Font,22,10,0,172.7,135,71,1,39,5.11,45,3.53,57,0.70,29,37,0.3
742,Jesse Forbes,15,5,0,188.0,185,75,2,41,2.11,24,4.06,53,1.79,75,66,1.2
743,Raheam Forest,7,2,0,180.3,170,73,3,29,5.32,38,12.15,42,0.00,0,0,0.0
744,Jussier Formiga,23,8,0,165.1,125,67,1,41,1.42,39,2.34,64,1.82,35,87,0.6
745,Carol Foro,10,1,0,157.5,115,61,1,29,7.43,57,5.70,55,0.00,0,77,0.0
746,Renee Forte,8,4,0,170.2,155,71,1,39,2.08,32,2.12,63,2.32,58,66,0.0
747,Brianna Fortino,9,3,0,152.4,115,62,2,33,3.53,41,3.23,57,2.50,45,66,0.0
748,Marcel Fortuna,9,3,0,185.4,205,74,1,40,3.83,46,4.52,64,0.45,8,75,0.5
749,Tyrell Fortune,18,4,0,190.5,259,75,1,36,1.91,49,4.31,50,1.72,42,100,0.0
750,Brian Foster,27,10,0,175.3,170,71,1,42,3.30,39,1.63,65,3.67,60,37,1.8
751,Hermes Franca,24,17,0,167.6,155,71,1,52,1.78,39,2.85,55,1.53,36,37,2.4
752,Glaico Franca Moreira,15,5,0,182.9,155,77,1,35,2.35,42,3.46,47,2.68,42,76,0.3
753,John Franchi,6,2,0,167.6,145,67,1,44,1.83,48,2.59,48,2.68,80,40,0.3
754,Felipe Franco,11,2,0,185.4,205,76,1,25,2.55,57,2.39,43,3.70,40,87,0.0
755,Rich Franklin,29,7,0,185.4,185,76,2,51,4.10,44,2.07,62,1.31,66,63,0.7
756,Xavier Franklin,5,1,0,167.6,135,66,2,29,3.07,33,5.27,50,0.00,0,100,0.0
757,Stephanie Frausto,8,7,0,157.5,115,61,1,35,1.43,21,3.57,60,0.00,0,0,0.0
758,Justin Frazier,10,3,0,182.9,265,75,2,37,1.11,66,6.11,4,0.00,0,0,0.0
759,Denzel Freeman,7,2,0,185.4,265,77,2,34,2.45,56,3.40,50,0.00,0,50,0.0
760,Patricky Freire,17,8,0,170.2,155,71,3,40,3.06,44,3.34,69,1.26,33,100,0.0
761,Josh Fremd,11,6,0,193.0,185,76,1,32,2.52,44,2.23,47,0.66,25,30,1.1
762,Matt Frevola,11,6,1,175.3,155,71,1,36,3.30,39,3.76,56,2.34,41,40,0.8
763,Jinh Yu Frey,11,10,0,160.0,115,65,2,41,2.97,43,4.23,52,1.02,36,90,0.3
764,Sarah Frota,9,2,0,167.6,125,69,2,39,4.52,52,2.57,55,0.00,0,53,0.0
765,Daniel Frunza,9,4,0,185.4,170,73,1,32,3.25,38,4.32,50,0.00,0,50,0.0
766,Allen Frye Jr.,6,1,0,195.6,265,80,1,28,2.20,38,4.27,36,0.00,0,0,0.0
767,Adam Fugitt,10,6,0,185.4,170,77,2,37,4.88,46,5.33,51,1.63,22,50,0.0
768,Riki Fukuda,24,9,0,182.9,185,73,2,45,4.24,43,3.71,64,2.17,43,70,0.0
769,Machi Fukuda,11,3,0,152.4,115,61,2,23,1.42,33,2.06,52,8.23,60,33,0.0
770,Masio Fullen,11,7,0,177.8,145,70,1,39,2.46,32,3.50,54,0.47,33,69,0.0
771,Ricardo Funch,9,6,0,177.8,170,74,2,46,2.61,65,3.57,40,1.24,18,60,0.0
772,Claudia Gadelha,18,5,0,162.6,115,63,1,37,3.31,41,4.57,57,3.03,42,58,0.7
773,Magomed Gadzhiyasulov,9,1,0,188.0,205,75,1,32,2.89,49,1.64,62,3.67,73,61,0.0
774,Justin Gaethje,28,5,0,180.3,155,70,1,37,6.29,57,6.83,50,0.30,26,73,0.0
775,Muin Gafurov,20,7,0,170.2,135,68,1,30,3.36,47,2.51,55,1.57,28,70,0.0
776,Mitch Gagnon,12,5,0,165.1,135,65,2,41,2.76,46,2.21,61,1.16,25,65,1.9
777,Nicholas Galanti,8,1,0,185.4,185,75,2,28,13.71,80,1.71,0,0.00,0,0,0.0
778,Mickey Gall,7,7,0,188.0,170,74,3,34,3.50,49,4.72,49,1.15,32,37,1.6
779,Manvel Gamburyan,15,10,0,165.1,135,67,1,45,2.13,41,2.83,55,3.26,34,69,0.7
780,Mateusz Gamrot,26,5,0,177.8,155,70,2,35,3.14,51,2.79,60,5.08,38,76,0.4
781,Shamil Gamzatov,14,1,0,188.0,205,76,1,36,5.35,48,3.46,51,0.00,0,50,0.0
782,Ryan Gandra,10,1,0,185.4,185,74,1,31,11.71,50,2.30,73,0.00,0,100,0.0
783,Ciryl Gane,14,2,0,193.0,247,81,1,36,5.40,61,2.31,60,0.66,23,47,0.6
784,Tommy Gantt,12,0,0,180.3,155,76,1,33,2.92,75,0.85,43,11.29,36,100,1.4
785,Eduardo Garagorri,13,2,0,175.3,145,70,1,37,3.42,51,2.36,58,0.48,100,61,0.0
786,Cody Garbrandt,15,8,0,172.7,135,65,1,35,2.82,40,3.69,58,0.84,22,81,0.0
787,Leonard Garcia,18,13,1,177.8,145,68,1,47,2.77,24,4.79,52,0.30,26,42,0.5
788,Edgar Garcia,14,5,0,177.8,170,71,1,42,3.16,29,4.23,60,2.21,57,50,0.6
789,Alex Garcia,15,6,0,175.3,170,72,1,39,1.81,31,3.03,59,3.72,52,66,0.1
790,Steve Garcia,19,6,0,182.9,145,75,2,34,5.46,48,2.22,59,0.77,40,89,0.4
791,Elias Garcia,6,2,0,165.1,125,67,2,33,1.59,27,5.05,50,0.68,14,33,1.4
792,Rafa Garcia,19,4,0,170.2,155,70,1,32,4.28,44,4.42,61,3.22,45,77,0.4
793,Fernie Garcia,10,5,0,170.2,135,67,1,34,2.04,34,3.79,48,0.28,50,50,0.6
794,Pablo Garza,12,4,0,185.4,145,73,1,42,3.37,44,2.70,50,0.94,25,15,1.3
795,John Garza,6,2,0,170.2,135,68,1,23,5.47,43,5.73,35,0.00,0,77,0.0
796,Kelvin Gastelum,21,11,0,175.3,185,71,2,34,3.65,42,3.52,57,1.04,35,60,0.1
797,Willie Gates,12,7,0,172.7,125,72,1,39,1.80,38,4.28,38,0.00,0,67,0.4
798,Melissa Gatto,9,3,2,165.1,125,69,1,30,3.47,49,2.67,54,1.77,27,58,0.4
799,Sean Gauci,10,1,0,165.1,125,64,3,29,5.07,59,5.80,68,4.00,44,100,0.0
800,Louis Gaudinot,8,4,0,160.0,125,63,1,42,2.34,37,6.42,48,0.57,40,31,1.1
801,Ateba Gautier,11,1,0,193.0,185,81,3,24,4.32,43,2.60,54,0.41,100,93,0.0
802,Shamil Gaziev,15,3,0,193.0,265,78,1,36,2.90,45,4.86,45,1.03,33,83,0.3
803,Chad George,16,8,0,167.6,135,68,2,44,1.26,50,1.11,65,3.08,46,0,1.3
804,Karine Gevorgyan,3,3,0,162.6,125,63,3,37,1.20,20,1.80,76,0.00,0,0,0.0
805,Yanis Ghemmouri,12,3,0,175.3,135,69,1,31,2.29,38,5.14,35,0.00,0,0,0.0
806,Christos Giagos,20,12,0,177.8,155,71,1,36,3.03,41,3.21,50,2.84,36,52,0.4
807,Joe Giannetti,6,1,0,182.9,155,74,2,31,1.93,38,2.80,40,1.00,16,0,0.0
808,Cody Gibson,22,13,0,177.8,135,71,1,38,3.59,46,3.42,54,2.01,37,68,0.9
809,Chase Gibson,9,5,0,177.8,155,72,1,36,3.13,54,6.40,52,0.00,0,0,0.0
810,Lance Gibson Jr.,10,2,0,175.3,155,72,3,31,2.40,45,4.24,56,1.67,66,75,0.0
811,Thomas Gifford,14,9,0,185.4,155,75,1,34,3.97,37,6.45,37,0.50,33,33,0.0
812,Trevin Giles,16,7,0,182.9,170,74,1,34,3.17,54,2.39,58,1.07,50,72,0.3
813,Gregor Gillespie,14,1,0,170.2,155,71,1,39,3.74,52,2.30,57,6.86,48,100,0.8
814,Micheal Gillmore,6,5,0,180.3,170,72,1,39,2.04,57,3.02,43,0.00,0,50,0.0
815,Max Gimenis,6,2,0,188.0,256,75,1,33,3.21,42,9.64,47,0.00,0,0,0.0
816,Eperaim Ginting,6,1,0,162.6,135,64,1,30,0.00,0,0.00,100,15.52,100,0,0.0
817,Ricky Glenn,22,9,2,182.9,170,70,2,37,3.79,42,4.30,51,0.72,13,69,0.4
818,Mark Godbeer,13,4,0,193.0,240,77,1,42,3.97,53,3.30,54,0.00,0,28,0.0
819,Loopy Godinez,14,6,0,157.5,115,61,1,32,4.43,49,3.94,62,2.99,42,76,0.8
820,Billy Ray Goff,9,5,0,177.8,170,72,3,28,6.06,46,7.29,51,1.25,11,66,0.0
821,Amiran Gogoladze,14,3,0,185.4,170,74,3,28,1.64,66,0.82,0,0.00,0,0,0.0
822,Hannah Goldy,6,4,0,162.6,115,61,1,34,5.19,47,4.67,50,0.66,12,54,0.2
823,Marcelo Golm,6,3,0,190.5,249,75,1,33,4.27,58,4.30,45,0.45,50,87,0.5
824,Denise Gomes,13,3,0,157.5,115,63,1,26,4.40,48,3.19,52,1.38,34,66,0.7
825,Frank Gomez,10,6,0,177.8,135,67,1,40,1.52,48,0.79,66,1.14,60,70,0.8
826,Joey Gomez,6,2,0,177.8,135,73,1,40,2.44,28,4.46,55,0.62,100,50,0.0
827,Luis Gomez,4,1,0,170.2,145,68,1,31,1.57,33,4.03,55,4.48,50,33,0.0
828,Joey Gomez,7,1,0,177.8,155,71,1,37,3.73,49,3.33,50,2.00,28,0,0.0
829,Edson Gomez,6,2,0,172.7,170,69,3,35,2.66,32,8.78,45,0.00,0,0,0.0
830,Silvana Gomez Juarez,11,5,0,160.0,115,65,1,41,4.26,32,4.04,61,0.00,0,30,0.0
831,Takanori Gomi,35,14,0,170.2,155,70,2,47,3.81,41,3.52,60,1.23,65,63,0.8
832,William Gomis,15,4,0,182.9,145,73,2,29,3.20,48,2.60,61,0.73,38,77,0.3
833,Akihiro Gono,35,21,8,170.2,170,68,3,51,2.18,48,2.67,63,1.01,84,46,0.5
834,Gabriel Gonzaga,17,11,0,188.0,242,76,1,47,2.12,45,2.94,57,2.80,39,66,1.1
835,Justin Gonzales,6,0,0,175.3,145,72,1,35,6.67,80,0.87,43,14.00,73,100,0.0
836,Fernando Gonzalez,26,14,0,175.3,170,68,2,42,4.47,47,4.03,65,0.86,33,43,1.4
837,Jason Gonzalez,11,5,0,188.0,155,74,2,36,3.06,39,3.13,58,0.00,0,30,1.0
838,Jorge Gonzalez,16,4,0,188.0,205,76,1,42,0.00,0,0.00,0,0.00,0,0,0.0
839,Mikey Gonzalez,7,2,0,180.3,155,74,1,41,0.91,16,14.55,11,0.00,0,0,0.0
840,Erick Gonzalez,14,8,0,180.3,155,75,1,34,2.40,36,8.08,40,6.00,55,50,0.0
841,Lyman Good,21,6,0,182.9,170,74,1,41,5.34,48,4.01,63,0.27,100,75,0.0
842,Jared Gooden,23,10,0,182.9,170,77,1,32,4.40,48,6.74,45,0.91,45,65,0.4
843,Eddie Gordon,8,4,0,182.9,185,76,1,43,2.03,32,2.57,60,1.93,83,63,0.0
844,Jared Gordon,21,9,0,175.3,155,68,1,37,5.57,53,4.11,55,1.91,34,60,0.0
845,Malcolm Gordon,14,8,0,170.2,125,71,3,36,2.50,45,2.00,43,1.72,35,26,1.0
846,Tresean Gore,8,4,0,182.9,185,75,3,32,3.59,49,6.24,43,1.54,61,84,1.0
847,Alex Gorgees,6,1,0,188.0,155,74,3,31,0.67,32,2.27,38,0.00,0,54,0.0
848,Themba Gorimbo,14,7,0,185.4,170,77,1,35,2.70,56,1.75,51,4.52,62,73,0.4
849,Jonathan Goulet,23,12,0,182.9,170,73,1,47,1.61,41,2.01,46,4.17,70,45,0.6
850,Thibault Gouti,12,5,0,177.8,155,72,1,39,3.68,34,5.64,50,1.23,80,83,0.3
851,Wilson Gouveia,14,8,0,185.4,185,76,1,47,3.02,39,4.06,56,0.90,66,57,2.2
852,Damian Grabowski,20,5,0,185.4,241,75,1,46,4.00,36,7.65,51,0.00,0,0,0.0
853,Roger Gracie,8,2,0,193.0,185,79,1,44,1.78,35,1.79,61,1.87,53,60,1.9
854,Kron Gracie,5,3,0,175.3,145,70,2,38,2.95,42,5.73,51,0.35,25,0,0.7
855,Bogdan Grad,16,4,0,172.7,145,70,1,30,4.16,53,5.02,49,4.57,38,75,0.5
856,Miranda Granger,7,3,0,170.2,115,68,1,34,2.79,47,2.57,57,0.00,0,33,0.0
857,TJ Grant,21,5,0,177.8,155,72,1,42,3.95,54,3.21,56,1.63,43,36,0.6
858,Davey Grant,18,8,0,172.7,135,69,1,40,5.58,45,4.04,54,0.95,38,65,0.2
859,Dwight Grant,11,6,0,185.4,185,76,3,41,3.29,36,2.66,60,0.61,100,66,0.0
860,Alexa Grasso,17,5,1,165.1,125,66,1,33,4.11,41,3.71,58,0.40,35,54,0.7
861,Tony Gravely,23,9,0,165.1,135,69,1,34,3.82,48,4.47,44,5.40,41,52,0.3
862,Michael Graves,6,0,1,177.8,170,71,1,35,1.25,54,1.47,58,4.80,52,66,0.4
863,Shelton Graves,7,3,0,188.0,255,76,2,40,2.19,69,0.81,33,4.86,57,0,0.0
864,Kevin Gray,9,4,0,162.6,125,67,1,41,3.45,62,4.48,66,0.00,0,0,0.0
865,King Green,36,17,1,177.8,155,71,1,39,6.49,53,3.63,62,1.32,43,71,0.3
866,Desmond Green,23,8,0,177.8,155,73,2,36,3.70,46,2.51,69,1.62,50,75,0.0
867,Gabe Green,12,5,0,177.8,155,73,3,33,5.60,45,6.19,47,0.71,50,50,0.5
868,Maurice Greene,9,7,0,200.7,258,80,1,40,3.28,45,3.61,45,0.00,0,27,0.4
869,Matt Grice,15,5,0,172.7,145,70,1,45,4.09,53,2.69,56,2.19,37,82,0.5
870,Forrest Griffin,19,7,0,190.5,205,77,1,47,4.38,36,2.81,61,1.05,48,57,0.7
871,Tyson Griffin,16,8,0,167.6,145,68,1,42,3.71,41,2.30,65,1.87,46,59,0.9
872,Max Griffin,20,13,0,180.3,170,76,1,40,3.70,47,3.69,58,1.44,41,69,0.2
873,Jordan Griffin,18,9,0,177.8,145,73,2,36,2.52,46,3.02,50,1.45,35,42,1.9
874,Chad Griggs,11,3,0,185.4,205,73,1,48,2.67,50,2.22,46,1.51,66,41,0.0
875,Charalampos Grigoriou,8,5,0,170.2,135,67,1,34,2.62,48,3.97,46,2.62,80,90,0.0
876,Maxim Grishin,32,10,2,190.5,205,78,1,42,3.26,52,2.27,58,0.21,16,66,0.0
877,Josh Grispi,14,5,0,180.3,145,74,1,37,1.44,41,3.71,50,1.97,36,16,2.2
878,Kendall Grove,23,17,0,198.1,185,79,1,43,2.31,41,2.40,54,0.49,45,56,1.7
879,Chris Gruetzemacher,15,5,0,172.7,155,68,1,40,6.18,57,4.96,52,0.21,50,65,0.0
880,Vik Grujic,6,6,0,180.3,170,73,1,49,2.24,48,3.39,41,1.18,33,26,0.4
881,Mike Grundy,12,4,0,170.2,145,72,1,39,2.09,45,4.45,56,4.06,28,50,0.4
882,Wang Guan,20,1,1,175.3,145,71,1,40,4.73,43,3.27,60,0.00,0,0,0.0
883,Anthony Guarascio,3,1,0,188.0,233,72,1,32,7.50,28,41.25,35,0.00,0,0,0.0
884,Rainn Guerrero,5,2,0,167.6,125,65,1,34,0.65,33,0.87,50,3.27,100,0,0.0
885,Shannon Gugerty,15,7,0,177.8,155,71,1,44,1.25,39,1.88,58,2.13,27,50,3.4
886,Noah Gugnon,10,2,0,180.3,155,71,1,25,3.70,45,4.44,68,0.00,0,0,11.1
887,Clay Guida,38,22,0,170.2,155,70,1,44,2.63,33,3.00,61,3.10,35,66,0.6
888,Melvin Guillard,32,18,2,175.3,155,71,1,43,2.96,40,1.85,66,1.30,63,61,0.2
889,Marcelo Guimaraes,9,2,1,182.9,185,73,1,43,4.67,51,4.41,62,1.99,13,0,0.0
890,John Gunderson,35,16,2,175.3,155,69,1,47,1.04,27,1.71,58,1.67,33,11,2.0
891,John Gunther,5,1,0,175.3,155,72,1,40,1.65,37,3.72,46,7.08,42,0,0.0
892,Jorge Gurgel,14,10,0,170.2,155,69,1,49,3.37,32,3.62,62,0.81,23,60,0.5
